State Name/Location,pricing,Emi,Project Name,Location,Config,Possession Status
chennai,12.36 L - 22.74 L,EMI starts at 14.1 K,Akshaya Mann Vasanai,"Vembedu, Chennai","1, 2 BHK Apartments","Aug, 2020"
chennai,19.58 L - 28.13 L,EMI starts at 17.5 K,Eco Bay Violet,"Thirukovilur, Chennai","2, 3 BHK Apartments",Under Construction
chennai,8 L - 12 L,EMI starts at 7.4 K,A square Singapor Project,"Tiruvallur, Chennai","1, 2 BHK Apartments","Mar, 2021"
chennai,74.54 L - 1.19 Cr,EMI starts at 69.5 K,Alliance Humming Gardens Villas,"Kelambakkam, Chennai","3, 3.5, 4.5 BHK Villa, Row House, Bungalows","Oct, 2020"
chennai,25.53 L,EMI starts at 15.9 K,Artha Aura Boulevard,"Rathinamangalam, Chennai",3 BHK Row House,Ready to Move
chennai,74.0 L - 83.99 L,EMI starts at 49.1 K,Meenam Nandana,"Siruseri, Chennai",3 BHK Row House,Ready to Move
chennai,56.02 L - 62.76 L,EMI starts at 39.1 K,Abhinitha Foundation (P) Ltd,"Kolapakkam, Chennai","3 BHK Row House, Duplex",Ready to Move
chennai,23.25 L - 65.88 L,EMI starts at 41 K,Covai Senior Serene Kshetra,Chennai,"1, 2, 3 BHK Villa, Row Houses",Ready to Move
chennai,4.56 L - 23.58 L,EMI starts at 14.7 K,Pyramid Arlington County Phase IV,"Padur, Chennai",Residential Plots,Under Construction
chennai,22.98 L,EMI starts at 14.3 K,Godrej Azure,"Padur, Chennai",2 BHK Apartment,"Dec, 2019"
chennai,15.0 L - 21.61 L,EMI starts at 13.4 K,Baashyaam Le Chalet Smart Choice Homes Block 1 To 4,"Thandalam, Chennai",2 BHK Apartment,"Dec, 2019"
chennai,24.39 L - 39.33 L,EMI starts at 24.5 K,Prithvi Nagar,"Thandalam, Chennai",Residential Plots,"Nov, 2019"
chennai,16.5 L - 34 L,EMI starts at 21.2 K,Gad Villas,"Sriperumbudur, Chennai","1, 2, 2.5 BHK Villa, Duplexes","Dec, 2019"
chennai,93.12 L - 1.29 Cr,EMI starts at 75.4 K,Casagrand Bloom,"Pallavaram, Chennai","3, 4 BHK Villa, Apartments","Mar, 2020"
chennai,61.33 L - 98.51 L,EMI starts at 57.5 K,Casagrand Northern Star,"Madhavaram, Chennai","2, 3 BHK Apartments","May, 2020"
chennai,63.88 L - 91.16 L,EMI starts at 53.2 K,Urban Tree Fantastic,"Vanagaram, Chennai","2, 3 BHK Apartments","Dec, 2019"
chennai,2.21 Cr,EMI starts at 1.29 Lacs,India Builders Sri Padhuka,"Annanagar East, Chennai",3 BHK Apartment,"Dec, 2020"
chennai,98 L - 1.54 Cr,EMI starts at 89.9 K,DRA Ascot,"Adambakkam, Chennai","2, 2.5, 3 BHK Apartments","Sep, 2023"
chennai,55.65 L - 82.06 L,EMI starts at 47.9 K,Air View Apartments,"Manapakkam, Chennai","2, 3 BHK Apartments","Mar, 2020"
chennai,69 L - 2.63 Cr,EMI starts at 1.53 Lacs,Lokaa M One,"Madhavaram, Chennai","2, 2.5, 3, 4 BHK Apartment, Duplex, Penthouses","Jun, 2020"
chennai,79.84 L - 1.16 Cr,EMI starts at 67.8 K,TVS Emerald LightHouse,"Thoraiapakkam Radial Road, Chennai","2, 3 BHK Apartments","Dec, 2022"
chennai,63.12 L - 1.15 Cr,EMI starts at 67.2 K,Emami Tejomaya,"Egattur, Chennai","2, 3, 4 BHK Apartments","Oct, 2019"
chennai,68.57 L - 99.86 L,EMI starts at 58.3 K,Rajarathnam Eden Crest,"Kolathur, Chennai","2, 3 BHK Apartments","Feb, 2023"
chennai,38.0 L,EMI starts at 23.6 K
chennai,59.38 L,EMI starts at 37 K
chennai,2.07 Cr,EMI starts at 1.21 Lacs
chennai,82.0 L,EMI starts at 47.9 K
chennai,61.0 L,EMI starts at 38 K
chennai,14.64 L - 29.01 L,EMI starts at 18 K,Dream Anantham,"Mudichur, Chennai","1, 2 BHK Independent Floor, Apartments",Ready to Move
chennai,53.75 L - 67.1 L,EMI starts at 41.8 K,Aasaan Aadhiraa,"Nanmangalam, Chennai","2, 3 BHK Independent Floors",Ready to Move
chennai,31.16 L - 44.73 L,EMI starts at 27.8 K,Aasaan Aateesh,"Ambattur, Chennai","1, 2 BHK Independent Floors",Ready to Move
chennai,25.82 L - 26.94 L,EMI starts at 16.8 K,Sanjeevram Jasmine,"Guduvancheri, Chennai",2 BHK Independent Floor,Ready to Move
chennai,29.74 L - 35.11 L,EMI starts at 21.8 K,Thanjai Ranga Nagar,"Chromepet, Chennai",2 BHK Independent Floor,Ready to Move
chennai,18.33 L - 33.93 L,EMI starts at 21.1 K,Adhi Shankara Padmavasa ,"Shanthi Nagar, Chennai","1, 2 BHK Independent Floors",Ready to Move
chennai,24.72 L - 33.84 L,EMI starts at 21.1 K,Abhi's Springs,"Madambakkam, Chennai",2 BHK Independent Floor,Ready to Move
chennai,30.08 L - 43.16 L,EMI starts at 26.9 K,Golden City Shree Vishakan,"Madambakkam, Chennai",2 BHK Independent Floor,Ready to Move
chennai,35.57 L,EMI starts at 22.1 K,Eesha Sri Raaga," South kolathur, Chennai",2 BHK Independent Floor,Ready to Move
chennai,53.74 L - 70.02 L,EMI starts at 43.6 K,Platinum Residency,"Porur, Chennai","2, 3 BHK Independent Floors",Ready to Move
kolkata,50.0 L,EMI starts at 31.1 K
kolkata,65.0 L,EMI starts at 40.5 K
kolkata,2.1 Cr,EMI starts at 1.22 Lacs
kolkata,57.0 L,EMI starts at 35.5 K
kolkata,1.8 Cr,EMI starts at 1.05 Lacs
kolkata,1.2 Cr,EMI starts at 70.1 K
kolkata,1.0 Cr,EMI starts at 58.4 K
kolkata,75.0 L,EMI starts at 46.7 K
kolkata,75.0 L,EMI starts at 46.7 K
kolkata,35.0 L,EMI starts at 21.8 K
kolkata,45.0 L,EMI starts at 28 K
kolkata,65.0 L,EMI starts at 40.5 K
kolkata,32.5 L - 1.9 Cr,EMI starts at 1.11 Lacs,Rabhasa Rajvatika,"Uttar Gauripur, Kolkata","3, 4, 5 BHK Bungalows","Dec, 2019"
kolkata,23.0 L - 99.53 L,EMI starts at 58.1 K,Alaaska United Estate Baruipur Bunglows,"Baruipur, Kolkata","2, 3, 4, 5 BHK Bungalow, Apartments","Dec, 2018"
kolkata,24.5 L - 35.0 L,EMI starts at 21.8 K,Debrupayan Jasmine Villas,Sodepur,"2, 3, 4 BHK Bungalow, Apartments",Ready to Move
kolkata,16.0 L - 33.0 L,EMI starts at 20.5 K,Riya Gitanjali,"Barrackpore, ","1, 2, 3 BHK Apartments",Ready to Move
kolkata,1.65 Cr - 4.79 Cr,EMI starts at 2.79 Lacs,Urbana,"Nazirabad, Kolkata","3, 4 BHK Apartments",Ready to Move
kolkata,9.5 L - 14.26 L,EMI starts at 8.8 K,SMGA Sampriti Garden,"Rasapunja, Kolkata",Residential Plots,Ready to Move
kolkata,43.2 L,EMI starts at 26.9 K,Gangotri Panchmukhi Villa,"Lake Town, Kolkata",2 BHK Apartment,"Mar, 2020"
kolkata,22 L - 33.47 L,EMI starts at 20.8 K,Riya Manbhari Ananya,"Rajpur, Kolkata","2, 2.5, 3 BHK Apartments","Oct, 2020"
kolkata,1.67 Cr - 2.6 Cr,EMI starts at 1.52 Lacs,Vyom,"New Alipore, Kolkata","3, 4 BHK Apartments","Oct, 2020"
kolkata,85.28 L - 1.1 Cr,EMI starts at 64.3 K,Merlin Legacy,"Central Kolkata, Park Circus, Kolkata",3 BHK Apartment,Ready to Move
kolkata,35.71 L - 49.25 L,EMI starts at 30.7 K,GM Meena Paradise,"Kaikhali, Kolkata","2, 3 BHK Apartments","Dec, 2019"
kolkata,4.12 Cr,EMI starts at 2.41 Lacs,12 Diamonds,"Alipore, Kolkata",4 BHK Apartment,Ready to Move
kolkata,1.72 Cr - 2.12 Cr,EMI starts at 1.23 Lacs,Ideal Ideal Royale,"Kankurgachi, Kolkata","3, 4 BHK Apartments","Mar, 2020"
kolkata,45.22 L - 49.98 L,EMI starts at 31.1 K,GM Meena Glory,"Rajarhat, Kolkata",3 BHK Apartment,Ready to Move
kolkata,1.04 Cr - 4.58 Cr,EMI starts at 2.67 Lacs,TATA Avenida,"New Town, Kolkata","3, 4 BHK Apartment, Duplex, Villas","Jun, 2022"
kolkata,12.61 L - 20.03 L,EMI starts at 12.4 K,Shrachi Dakhinatya,"Baruipur P, Kolkata","1, 2 BHK Apartments",Ready to Move
kolkata,2.89 Cr - 7.44 Cr,EMI starts at 4.34 Lacs,Swarnamani,"Ghose Bagan, Kolkata","4, 5 BHK Apartments",Under Construction
kolkata,1.11 Cr,EMI starts at 64.9 K,Arch Starwood,"Chinar Park, Kolkata",3 BHK Apartment,"Oct, 2020"
kolkata,1.65 Cr - 4.79 Cr,EMI starts at 2.79 Lacs,Urbana,"Nazirabad, Kolkata","3, 4 BHK Apartments",Ready to Move
kolkata,29.51 L - 36.66 L,EMI starts at 22.8 K,The 102,"Joka, Kolkata","2, 3 BHK Apartments","Oct, 2022"
kolkata,39.94 L - 98.49 L,EMI starts at 57.5 K,Siddha Eden Lakeville,"Baranagar, Kolkata","2, 2.5, 3, 4 BHK Apartments","Sep, 2021"
kolkata,49 L - 1 Cr,EMI starts at 58.4 K,Bengal Abasan Urban Sabujayan,"Jagatipota, Kolkata","2, 3, 4 BHK Apartments",Ready to Move
kolkata,75.03 L - 1.45 Cr,EMI starts at 85 K,Bengal Peerless Avidipta,"Mukundapur, Kolkata","2, 2.5, 3, 3.5 BHK Apartments",Ready to Move
kolkata,25.42 L - 38.44 L,EMI starts at 23.9 K,Siddha Water Front,"Barrackpore, Kolkata","2, 2.5, 3 BHK Apartments","Dec, 2020"
kolkata,53.0 L - 1.06 Cr,EMI starts at 61.9 K,Ideal Greens,"Tollygunge, Kolkata","2, 3, 4 BHK Apartments","Sep, 2022"
kolkata,1.7 L - 5.1 L,EMI starts at 3.1 K,Fresco Fountain City Plots Phase II,"Joka, Kolkata",Residential Plots,Ready to Move
kolkata,67.42 L - 1.56 Cr,EMI starts at 91.2 K,Emami City,"Dum Dum, Kolkata","2, 2.5, 3, 4 BHK Apartments","Sep, 2019"
kolkata,32.5 L - 1.9 Cr,EMI starts at 1.11 Lacs,Rabhasa Rajvatika,"Uttar Gauripur, Kolkata","3, 4, 5 BHK Bungalows","Dec, 2019"
kolkata,Price on Request,Lord City,"Harinavi, Kolkata","3, 4, 5, 7 BHK Villa, Bungalows","Jul, 2019"
kolkata,45.48 L - 1.14 Cr,EMI starts at 66.4 K,Debrupayan De Nature Plot,"Natagarh, Kolkata",Residential Plots,Ready to Move
kolkata,6.27 L - 19.41 L,EMI starts at 12.1 K,BGA Amrita Abashan,"Arapanch, Kolkata","1, 2 BHK Apartments",Ready to Move
kolkata,8.01 L - 40.03 L,EMI starts at 24.9 K,Bashbhumi Green View,"On Diamond Harbour Road, Kolkata",Residential Plots,"Dec, 2020"
kolkata,Price on Request,Greenfield City Elite,"Maheshtala, Kolkata","2, 3 BHK Apartments",Under Construction
kolkata,14 L - 46.97 L,EMI starts at 29.2 K,Eden Belvedere,"Nayabad, Kolkata","Studio, 1, 2, 3 BHK Apartment, Studio Apartments",Ready to Move
kolkata,Price on Request,Bhawani Sunvalley,"South Dum Dum, Kolkata","Studio, 2, 3, 4 BHK Apartment, Studio Apartments",Ready to Move
kolkata,5.3 L - 21.8 L,EMI starts at 13.5 K,Larica Larica Township,"Barasat, Kolkata","Studio, 2, 3, 4 BHK Apartment, Studio Apartments",Ready to Move
kolkata,13.58 L - 14.4 L,EMI starts at 8.9 K,Jaas Studio 50,"New Town, Kolkata",Studio Studio Apartment,Ready to Move
kolkata,88.2 L - 1.44 Cr,EMI starts at 84.2 K,Sandhu Ekam Park View,"Kalighat, Kolkata","Studio, 2, 3 BHK Apartment, Studio Apartments",Ready to Move
kolkata,15.29 L - 30.39 L,EMI starts at 18.9 K,Oxford Square,"Barasat, Kolkata","2, 3 BHK Apartments","Jun, 2020"
kolkata,12.61 L - 20.03 L,EMI starts at 12.4 K,Shrachi Dakhinatya,"Baruipur P, Kolkata","1, 2 BHK Apartments",Ready to Move
kolkata,26.64 L - 51.74 L,EMI starts at 32.2 K,Signum Windmere,"Talbanda, Kolkata","2, 3, 4 BHK Apartments","Dec, 2021"
kolkata,20.08 L - 35.94 L,EMI starts at 22.4 K,Magnolia Empire,"Madhyamgram, Kolkata","1.5, 2, 2.5, 3 BHK Apartments","Dec, 2020"
kolkata,11.25 L - 29.45 L,EMI starts at 18.3 K,Eden Solaris Joka Phase 1,"Pailan, Kolkata","1, 2, 3 BHK Apartments","Nov, 2023"
kolkata,17.23 L - 24.25 L,EMI starts at 15.1 K,Magnolia Fantasia Phase I,"Barasat, Kolkata","2, 3 BHK Apartments","Dec, 2022"
kolkata,8.91 L - 21.4 L,EMI starts at 13.3 K,Lake Life Township,"Joka, Kolkata","1, 2, 3 BHK Apartments","Mar, 2022"
kolkata,7.47 L - 18.13 L,EMI starts at 11.3 K,Eden Meghbalika,"Khasmallick-More, Baruipur","1 RK, 1, 2 BHK Apartments","Aug, 2023"
kolkata,19.22 L - 28.33 L,EMI starts at 17.6 K,Realtech Basanta,"Rajarhat, Kolkata","2, 3 BHK Apartments","Dec, 2019"
kolkata,14.47 L - 31.7 L,EMI starts at 19.7 K,Eden Richmond Enclave,"Malancha Mahi Nagar, Kolkata","1, 2, 3 BHK Apartments","Nov, 2021"
kolkata,19.63 L - 37.1 L,EMI starts at 23.1 K,Vaishnawi Regency,"Budge Budge, Kolkata","2, 3 BHK Apartments",Ready to Move
kolkata,8.61 L - 18.27 L,EMI starts at 11.3 K,Gangotri Apartment,"Mourigram, Howrah","1, 2 BHK Apartments",Ready to Move
kolkata,31.98 L,EMI starts at 19.9 K,Technoculture Katyayani,"Bantala, Kolkata",4 BHK Duplex,Ready to Move
kolkata,11.4 L - 18.9 L,EMI starts at 11.7 K,RCBS Roopkatha,"Uttarbhag, Kolkata","1, 1.5, 2 BHK Apartments","Apr, 2020"
kolkata,12.4 L - 32.89 L,EMI starts at 20.5 K,Mayfair Platinum,"Naskar Para, Kolkata","1, 1.5, 2, 3 BHK Apartments",Under Construction
kolkata,44.69 L - 49.33 L,EMI starts at 30.7 K,Hiland Bonochhaya,Bolpur-Santiniketan,"2, 3 BHK Villa, Row Houses","Dec, 2019"
kolkata,16.0 L - 33.0 L,EMI starts at 20.5 K,Riya Gitanjali,"Barrackpore, ","1, 2, 3 BHK Apartments",Ready to Move
kolkata,15.29 L - 30.39 L,EMI starts at 18.9 K,Oxford Square,"Barasat, Kolkata","2, 3 BHK Apartments","Jun, 2020"
kolkata,40.45 L - 66.31 L,EMI starts at 41.3 K,Godrej Seven,"Hanspukuria, Kolkata","2, 2.5, 3 BHK Apartments","Feb, 2025"
kolkata,1.3 Cr - 1.55 Cr,EMI starts at 90.8 K,Gangotri The Rise,"Maniktala, Kolkata","3, 4 BHK Apartments","Jul, 2024"
kolkata,26.67 L - 34.04 L,EMI starts at 21.2 K,Merlin Gangotri,"Konnagar, Kolkata","2, 3 BHK Apartments","Dec, 2021"
kolkata,8.92 L - 47.78 L,EMI starts at 29.7 K,Aashay Homes,"Amtala, Kolkata","1, 2, 3, 4 BHK Apartment, Villa, Duplexes","Dec, 2021"
kolkata,23.9 L - 28.76 L,EMI starts at 17.9 K,Concept Atindra Apartment,"Rahara, Kolkata",2 BHK Apartment,"Mar, 2021"
kolkata,36.52 L - 63.76 L,EMI starts at 39.7 K,Nirmala Sharanam,"Jessore Road, Kolkata","2, 3 BHK Apartments","Mar, 2023"
kolkata,43.2 L,EMI starts at 26.9 K,Gangotri Panchmukhi Villa,"Lake Town, Kolkata",2 BHK Apartment,"Mar, 2020"
kolkata,28.82 L - 40.64 L,EMI starts at 25.3 K,Siddha Suburbia,"Dakshin Gobindopur, Kolkata","2, 2.5, 3 BHK Apartments","Mar, 2022"
kolkata,22 L - 33.47 L,EMI starts at 20.8 K,Riya Manbhari Ananya,"Rajpur, Kolkata","2, 2.5, 3 BHK Apartments","Oct, 2020"
kolkata,32 L - 39.31 L,EMI starts at 24.5 K,Suncrest Estate Phase 1,"Rajpur, Kolkata","2, 2.5, 3 BHK Apartments",Under Construction
kolkata,1.67 Cr - 2.6 Cr,EMI starts at 1.52 Lacs,Vyom,"New Alipore, Kolkata","3, 4 BHK Apartments","Oct, 2020"
kolkata,57 L - 86.77 L,EMI starts at 50.7 K,Loharuka Urban Greens Phase II A,"Rajarhat, Kolkata","2, 3 BHK Apartments",Under Construction
kolkata,26.64 L - 51.74 L,EMI starts at 32.2 K,Signum Windmere,"Talbanda, Kolkata","2, 3, 4 BHK Apartments","Dec, 2021"
kolkata,80.0 L,EMI starts at 46.7 K
kolkata,81.45 L,EMI starts at 47.6 K
kolkata,68.0 L,EMI starts at 42.4 K
kolkata,45.0 L,EMI starts at 28 K
kolkata,73.5 L,EMI starts at 45.8 K
kolkata,31.26 L - 48.89 L,EMI starts at 30.4 K,Biswas Jeet,"Pancha Sayar, Kolkata","2, 3 BHK Apartment, Independent Floors",Ready to Move
kolkata,1.24 Cr - 3.6 Cr,EMI starts at 2.1 Lacs,Swastic Homes,"Ballygunge, Kolkata","1, 3 BHK Independent Floor, Apartments",Ready to Move
kolkata,1.44 Cr - 3.6 Cr,EMI starts at 2.1 Lacs,Swastic Homes 17,"Park Street Area, Kolkata","1, 3 BHK Independent Floors",Ready to Move
kolkata,Price on Request,Swastic Homes - 14,"Ballygunge, Kolkata",3 BHK Independent Floor,Ready to Move
kolkata,Price on Request,Swastic Homes 11,"Kalighat, Kolkata","2, 3 BHK Independent Floors",Ready to Move
kolkata,39.6 L,EMI starts at 24.6 K,Swabhumi Sanjana Enclave,"Kaikhali, Kolkata",2 BHK Independent Floor,Ready to Move
kolkata,Price on Request,Swastic Homes - 13,"Kalighat, Kolkata",3 BHK Independent Floor,Ready to Move
kolkata,Price on Request,Swastic Home - 19,"Ballygunge, Kolkata",3 BHK Independent Floor,Ready to Move
kolkata,Price on Request,Swastic Homes - 7,"Ballygunge, Kolkata",3 BHK Independent Floor,Ready to Move
kolkata,Price on Request,Khadims Bidyakut Abasan,"Kaikhali, Kolkata",3 BHK Independent Floor,Ready to Move
pune,52.0 L,EMI starts at 32.4 K
pune,52.0 L,EMI starts at 32.4 K
pune,52.0 L,EMI starts at 32.4 K
pune,50.0 L,EMI starts at 31.1 K
pune,1.25 Cr,EMI starts at 73 K
pune,3.5 Cr - 4.5 Cr,EMI starts at 2.63 Lacs,Ketsun The Palms,"Baner, Pune","3, 4 BHK Bungalows",Ready to Move
pune,Price on Request,Pate Countryside Phase II,"Sangrun, Pune",2 BHK Bungalow,"Dec, 2019"
pune,Price on Request,Lavasa Hill Street 100 102 104 LCL 0028,"Lavasa, Pune",4 BHK Bungalow,"Dec, 2020"
pune,2.86 Cr,EMI starts at 1.67 Lacs,Lavasa Waterfall St 57 61 27 29 47 Hill Street 41 Waterfall Crescent 17 LCL 0017,"Lavasa, Pune",4 BHK Bungalow,"Dec, 2020"
pune,Price on Request,Lavasa Hilltop Street 124 Valley View CT 3 11 LCL 0030,"Lavasa, Pune",4 BHK Bungalow,"Dec, 2020"
pune,1.94 Cr,EMI starts at 1.13 Lacs,Lavasa School Street 19 33 Portofino Street 60 LCL 0021,"Lavasa, Pune",2.5 BHK Bungalow,Ready to Move
pune,3.12 Cr,EMI starts at 1.82 Lacs,Lavasa Waterfall Street 51 53 55 117 LCL 0018,"Lavasa, Pune",4 BHK Bungalow,"Dec, 2020"
pune,Price on Request,Lavasa Hill Street 131 133 55 57 59 61 LCL 0024,"Lavasa, Pune",4 BHK Bungalow,"Dec, 2020"
pune,68.75 L - 74.43 L,EMI starts at 46.4 K,Nagpal Meadows Mystique,"Wagholi, Pune","3 BHK Bungalow, Row House",Ready to Move
pune,88.02 L,EMI starts at 51.4 K,Pate Swarnabhoomi,Pune,2 BHK Bungalow,Ready to Move
pune,62.0 L - 83.11 L,EMI starts at 48.5 K,Pate Life Montage Phase 1,"Sus, Pune","2, 3 BHK Apartments",Ready to Move
pune,29.01 L - 33.33 L,EMI starts at 20.7 K,Skyi Star Towers Phase II,"Bhukum, Pune",2 BHK Apartment,"Aug, 2020"
pune,57.5 L - 69.49 L,EMI starts at 43.3 K,Venkatesh Graffiti,"Mundhwa, Pune",2 BHK Apartment,"Aug, 2021"
pune,38.29 L - 91.12 L,EMI starts at 53.2 K,Kolte Patil Three Jewels,"Kondhwa Budruk, Pune","1, 2, 3 BHK Apartments",Ready to Move
pune,25.71 L,EMI starts at 16 K,Swapngandh,"Kirkatwadi, Pune",1 BHK Apartment,"May, 2020"
pune,1.03 Cr - 1.36 Cr,EMI starts at 79.4 K,Aloha Towers,"Baner, Pune","2, 3 BHK Apartments","Jun, 2020"
pune,45 L - 95.55 L,EMI starts at 55.8 K,Sai Proviso Leisure Town,"Hadapsar, Pune","1, 2, 3 BHK Apartments","Dec, 2018"
pune,42 L - 46.5 L,EMI starts at 29 K,Tamrind Park Phase 1,"Dhayari, Pune",2 BHK Apartment,"Feb, 2020"
pune,24 L - 34 L,EMI starts at 21.2 K,Cozy Life,"Kesnand, Pune","1, 2 BHK Apartments","Mar, 2020"
pune,85 L - 92 L,EMI starts at 53.7 K,Rigved,"Baner, Pune",2 BHK Apartment,"Dec, 2019"
pune,52 L - 1.96 Cr,EMI starts at 1.14 Lacs,Lodha Belmondo,"Gahunje, Pune","Studio, 2, 3, 4 BHK Apartment, Studio Apartments","May, 2018"
pune,63.4 L - 66.41 L,EMI starts at 41.4 K,Engracia,"Pimple Gurav, Pune",2 BHK Apartment,Ready to Move
pune,4.13 Cr - 5.61 Cr,EMI starts at 3.27 Lacs,Privie Sanctum A1 And B1,"Pashan, Pune","3.5, 4.5 BHK Apartments","Nov, 2019"
pune,33.75 L - 1.21 Cr,EMI starts at 70.7 K,The Pride World City,"Charholi Budruk, Pune","1, 2, 3 BHK Apartments",Ready to Move
pune,45.8 L - 48.9 L,EMI starts at 30.4 K,Venkatesh Lake Life,"Ambegaon Budruk, Pune",2 BHK Apartment,Possession Ready
pune,45.0 L - 74.0 L,EMI starts at 46.1 K,Godrej Greens,"Handewadi, Pune","2, 3 BHK Apartments","Sep, 2021"
pune,45 L - 95.55 L,EMI starts at 55.8 K,Sai Proviso Leisure Town,"Hadapsar, Pune","1, 2, 3 BHK Apartments","Dec, 2018"
pune,65.88 L - 1.87 Cr,EMI starts at 1.09 Lacs,Pharande Puneville,"Tathawade, Pune","2, 2.5, 3, 4.5 BHK Apartments","Dec, 2021"
pune,37 L - 86 L,EMI starts at 50.2 K,Township Codename Pegasus,"Kharadi, Pune","1, 2, 3 BHK Apartments","Jul, 2022"
pune,49.64 L - 87.61 L,EMI starts at 51.2 K,Rohan Abhilasha,"Wagholi, Pune","2, 3 BHK Apartments","Dec, 2019"
pune,41.12 L - 72.63 L,EMI starts at 45.2 K,Little Earth Masulkar City,"Mamurdi, Pune","2, 3 BHK Apartments","Jun, 2020"
pune,49.77 L - 81.69 L,EMI starts at 47.7 K,Kolte Patil Life Republic 7th Avenue,"Hinjewadi, Pune","2, 3 BHK Apartments",Ready to Move
pune,50.35 L - 60.25 L,EMI starts at 37.5 K,Pegasus Megapolis Smart Homes 2,"Hinjewadi, Pune","2, 2.5 BHK Apartments","Dec, 2013"
pune,66.92 L - 97.0 L,EMI starts at 56.7 K,Kolte Patil Life Republic Sector R1 1st Avenue,"Hinjewadi, Pune","2, 3 BHK Apartments","Dec, 2026"
pune,Price on Request,Godrej Infinity,"Mundhwa, Pune","1, 2, 3 BHK Apartments","Mar, 2020"
pune,43 L - 69 L,EMI starts at 43 K,Joyville Hinjawadi,"Hinjewadi, Pune","1, 2 BHK Apartments","Jun, 2022"
pune,41.95 L - 73.32 L,EMI starts at 45.7 K,Kolte Ivy Estate,"Wagholi, Pune","2, 3 BHK Apartments","Dec, 2020"
pune,28.44 L - 38.03 L,EMI starts at 23.7 K,Kolte Patil Ivy Estate Nia,"Wagholi, Pune","1, 2 BHK Apartments",Under Construction
pune,8.4 L - 19.18 L,EMI starts at 11.9 K,Paranjape Happiness Hub Varve,"Varve Khurd, Pune","1, 2 BHK Apartments","Mar, 2020"
pune,4.6 L - 23.62 L,EMI starts at 14.7 K,Xrbia Xrbia Abode,"Jambhul, Pune","1, 2, 3 BHK Apartments",Under Construction
pune,1.41 Cr - 1.72 Cr,EMI starts at 1.0 Lacs,Wisdom Park,"Balewadi, Pune","3, 4 BHK Apartments","Dec, 2020"
pune,1.18 Cr - 3.39 Cr,EMI starts at 1.98 Lacs,Venkatesh Skydale Phase 1,"Hingne Khurd, Pune","2, 3, 5 BHK Apartments","Dec, 2022"
pune,1.57 Cr - 1.67 Cr,EMI starts at 97.6 K,Sobha Nesara Block 1,"Kothrud, Pune",3 BHK Apartment,"Mar, 2024"
pune,4.13 Cr - 5.61 Cr,EMI starts at 3.27 Lacs,Privie Sanctum A1 And B1,"Pashan, Pune","3.5, 4.5 BHK Apartments","Nov, 2019"
pune,1.19 Cr - 1.3 Cr,EMI starts at 76 K,Kalpataru Exquisite,"Wakad, Pune",3 BHK Apartment,"Dec, 2021"
pune,1.69 Cr - 4.16 Cr,EMI starts at 2.43 Lacs,Kalpataru Jade Residences,"Baner, Pune","3, 3.5, 4.5 BHK Apartments","Sep, 2020"
pune,1.03 Cr - 1.04 Cr,EMI starts at 60.6 K,Park Express Phase III,"Baner, Pune",2 BHK Apartment,"Dec, 2021"
pune,2.41 Cr - 4.46 Cr,EMI starts at 2.6 Lacs,Kalpataru Jade Residences F,"Baner, Pune","3, 4 BHK Apartment, Duplexes","Dec, 2023"
pune,2.7 Cr - 3.37 Cr,EMI starts at 1.97 Lacs,Pride Purple Park Grandeur Phase II,"Baner, Pune","3, 4 BHK Apartments","Dec, 2021"
pune,82.0 L - 85.0 L,EMI starts at 49.6 K,Nyati Elysia II,"Kharadi, Pune",2 BHK Apartment,"Mar, 2022"
pune,2.35 Cr - 3.45 Cr,EMI starts at 2.01 Lacs,Supreme Amadore,"Baner, Pune","3, 4 BHK Apartments",Under Construction
pune,56.0 L - 1.24 Cr,EMI starts at 72.2 K,Duville Riverdale Heights,"Kharadi, Pune","1, 2 BHK Apartments","Dec, 2019"
pune,95.0 L - 96.0 L,EMI starts at 56.1 K,Arvind Elan,"Kothrud, Pune",2 BHK Apartment,"Dec, 2022"
pune,2.13 Cr - 3.0 Cr,EMI starts at 1.75 Lacs,G.M Emirus - The Top Slot,"Baner, Pune","3.5, 4.5 BHK Apartments",Ready to Move
pune,1.0 Cr - 1.61 Cr,EMI starts at 94.1 K,Kumar Hill View Residency,"Kothrud, Pune","2, 3 BHK Apartments",Ready to Move
pune,36.0 L - 45.6 L,EMI starts at 28.4 K,Mantra Essence Phase 1,"Undri, Pune","2, 3 BHK Apartments","Jun, 2020"
pune,11.0 L - 17.0 L,EMI starts at 10.6 K,Unicorn Sai Sankul,"Wagholi, Pune","1 RK, 1 BHK Apartments",Ready to Move
pune,32.5 L - 34.95 L,EMI starts at 21.7 K,Someshwar Diamond Regency,"Lohegaon, Pune","2, 4 BHK Villas",Ready to Move
pune,25 L,EMI starts at 15.5 K,Someshwar Diamond Lakewood,"Lohegaon, Pune",2 BHK Apartment,"Mar, 2020"
pune,Price on Request,Padmalaya Urban County,"Chakan, Pune","1, 2 BHK Apartments","Dec, 2020"
pune,20.0 L - 27.58 L,EMI starts at 17.1 K,Mantra Magic,"Chimbali, Pune","1, 2 BHK Apartments","Dec, 2019"
pune,14.61 L - 24.69 L,EMI starts at 15.3 K,Maple Aapla Ghar Shiraswadi,"Perne, Pune","1, 2 BHK Apartments","Nov, 2019"
