State Name/Location,pricing,Emi,Project Name,Location,Config,Possession Status
lucknow,12.12 L - 34.2 L,EMI starts at 21.3 K,RK Homes,"Dubagga, Lucknow","1, 2, 3 BHK Apartments",Ready to Move
lucknow,34 L,EMI starts at 21.2 K,IBIS Rishi Vihar,"Indira Nagar, Lucknow",2 BHK Villa,Ready to Move
lucknow,39.38 L,EMI starts at 24.5 K,Ansal API Golf Vista,"Golf City, Lucknow",2 BHK Apartment,Ready to Move
lucknow,29.28 L - 41.52 L,EMI starts at 25.8 K,Highbuild Gold Line Residency,"Anora Kala, Lucknow","2, 3 BHK Apartments",Ready to Move
lucknow,30 L - 44.5 L,EMI starts at 27.7 K,Highbuild Sky Ville,"Indira Nagar, Lucknow","2, 3, 3.5 BHK Apartments",Ready to Move
lucknow,31.14 L - 37.95 L,EMI starts at 23.6 K,Sukriti Sai Yash Residency,"Anora Kala, Lucknow","2, 3 BHK Apartments",Ready to Move
lucknow,9.98 L - 24.02 L,EMI starts at 14.9 K,Green Valley Crest Gulmohar Residency,"Safedabad, Lucknow","1, 2, 2.5 BHK Apartments",Ready to Move
lucknow,7.68 L - 10.8 L,EMI starts at 6.7 K,Basera Homes,"Bakshi Ka Talab, Lucknow",1 BHK Villa,Ready to Move
bangalore,2.1 Cr,EMI starts at 1.22 Lacs
bangalore,61.0 L,EMI starts at 38 K
bangalore,2.0 Cr,EMI starts at 1.16 Lacs
bangalore,6.0 Cr,EMI starts at 3.5 Lacs
bangalore,3.0 Cr,EMI starts at 1.75 Lacs
bangalore,8.0 Cr,EMI starts at 4.67 Lacs
bangalore,3.24 Cr,EMI starts at 1.89 Lacs
bangalore,1.5 Cr,EMI starts at 87.7 K
bangalore,2.55 Cr,EMI starts at 1.49 Lacs
bangalore,2.0 Cr,EMI starts at 1.16 Lacs
bangalore,6.4 Cr,EMI starts at 3.74 Lacs
bangalore,95.0 L,EMI starts at 55.5 K
bangalore,50.0 L,EMI starts at 31.1 K
bangalore,1.75 Cr,EMI starts at 1.02 Lacs
bangalore,1.3 Cr,EMI starts at 76 K
bangalore,84.26 L - 91.74 L,EMI starts at 53.6 K,Sumo Sonnet,"Kudlu Gate, Bangalore",3 BHK Apartment,Ready to Move
bangalore,29.7 L - 66 L,EMI starts at 41.1 K,Celebrity Pride Access,"Sarjapur-Attibele Road, Bangalore",Residential Plots,Ready to Move
bangalore,36.14 L - 1.53 Cr,EMI starts at 89.2 K,SPA Eco City,"Sarjapur, Bengaluru",Residential Plots,Ready to Move
bangalore,31.2 L - 68.07 L,EMI starts at 42.4 K,AR North Meadows,"Srinivasa Nagar, Bangalore",Residential Plots,Ready to Move
bangalore,50.0 L - 51.0 L,EMI starts at 31.8 K,East North NashVille Luxury Duplex House,"Chandapura, Bangalore",3 BHK Villa,"Sep, 2020"
bangalore,50.1 L - 67.41 L,EMI starts at 42 K,Gopalan Olympia,"Off Mysore Road, Bangalore","2, 3 BHK Apartments",Ready to Move
bangalore,2.58 Cr - 4.92 Cr,EMI starts at 2.87 Lacs,Phoenix One Bangalore West,"Rajajinagar, Bangalore","2, 3, 4, 4.5 BHK Apartments","Feb, 2024"
bangalore,85.77 L - 1.72 Cr,EMI starts at 1.0 Lacs,Celebrity Natures Habitat,"Sarjapur - Attibele Road, Bangalore","3, 4 BHK Villas",Ready to Move
bangalore,73.62 L,EMI starts at 45.9 K,Classique Temple Tree,"Ramanashree California Gardens Layout, Bangalore",2 BHK Apartment,"Jul, 2019"
bangalore,54.48 L - 69.13 L,EMI starts at 43.1 K,Bren Woods,"Rayasandra, Bangalore","2, 3 BHK Apartments",Ready to Move
bangalore,52.96 L - 73.49 L,EMI starts at 45.8 K,T G Ascent,"Hosa Road, Bangalore","2, 3 BHK Apartments","Jun, 2020"
bangalore,88 L - 1.32 Cr,EMI starts at 77 K,Purva Palm Beach,"Hennur Road, Bangalore","2, 3 BHK Apartments","Mar, 2019"
bangalore,1.47 Cr - 2.57 Cr,EMI starts at 1.5 Lacs,Green City Eutopia,"BTM Layout, Bangalore",3 BHK Apartment,Ready to Move
bangalore,1.04 Cr - 1.47 Cr,EMI starts at 85.8 K,Hiranandani Glen Gate,"Devinagar, Bangalore","2, 2.5, 3 BHK Apartments",Ready to Move
bangalore,2.21 Cr - 2.99 Cr,EMI starts at 1.74 Lacs,TATA The Promont,"Hosakerehalli, Bangalore","3, 4 BHK Apartments",Ready to Move
bangalore,14.11 L - 80.38 L,EMI starts at 46.9 K,NBR Green Valley,"Electronic City, Bangalore",Residential Plots,"Jun, 2016"
bangalore,1.08 Cr - 3.32 Cr,EMI starts at 1.94 Lacs,Shapoorji Pallonji ParkWest,"Binnypete, Bengaluru","2, 3, 4 BHK Apartment, Duplexes","Apr, 2022"
bangalore,38.77 L - 1.25 Cr,EMI starts at 72.8 K,Prestige Jindal City,"Tumkur Road, Bengaluru","1, 2, 3, 4 BHK Apartments","Oct, 2021"
bangalore,70.2 L - 92.66 L,EMI starts at 54.1 K,Prestige Royale Gardens,"Muddanahalli, Bangalore","2, 2.5, 3 BHK Apartments",Under Construction
bangalore,88 L - 1.32 Cr,EMI starts at 77 K,Purva Palm Beach,"Hennur Road, Bangalore","2, 3 BHK Apartments","Mar, 2019"
bangalore,1.8 Cr,EMI starts at 1.05 Lacs,L And T Raintree Boulevard,"Hebbal, Bengaluru",3 BHK Apartment,"Apr, 2021"
bangalore,83.07 L - 1.88 Cr,EMI starts at 1.09 Lacs,Prestige Falcon City,"Kanakapura Road, Bengaluru","2, 2.5, 3, 4 BHK Apartments",Ready to Move
bangalore,62.58 L - 85.2 L,EMI starts at 49.8 K,Sumadhura Eden Garden,"Whitefield, Bangalore","2, 2.5, 3 BHK Apartments","Dec, 2021"
bangalore,85 L - 2.06 Cr,EMI starts at 1.2 Lacs,Prestige Lakeside Habitat,"Whitefield, Bangalore","2, 2.5, 3, 4 BHK Apartments","Jan, 2020"
bangalore,38.5 L - 65 L,EMI starts at 40.5 K,New Haven,"Tumkur Road, Bangalore","1.5, 2 BHK Apartments",Ready to Move
bangalore,65.7 L - 79 L,EMI starts at 46.1 K,Sobha Dream Acres,"Panathur Main Road, Bangalore","2 BHK Independent Floor, Apartment","Dec, 2018"
bangalore,55.04 L - 79.45 L,EMI starts at 46.4 K,Park Cubix,"Devanahalli, Bengaluru","2, 3 BHK Apartments","Mar, 2022"
bangalore,62.5 L - 96.96 L,EMI starts at 56.6 K,Serene At Brigade Cornerstone Utopia,"Varthur, Bangalore","2, 3 BHK Apartments","Jun, 2023"
bangalore,37.48 L - 1.32 Cr,EMI starts at 77.3 K,Prestige Song Of The South,"Begur Road, Bangalore","1, 1.5, 2, 2.5, 3, 4 BHK Apartments",On-going
bangalore,46.91 L - 95.96 L,EMI starts at 56.1 K,Brigade Panorama,"Mysore Road, Bangalore","1, 2, 3 BHK Apartments","Apr, 2019"
bangalore,28.12 L - 85.63 L,EMI starts at 50 K,Assetz 63 Degree East (Tower B),"Sarjapur Road, Bangalore","Studio, 2, 3 BHK Apartment, Studio Apartments","Dec, 2022"
bangalore,29.44 L - 1.19 Cr,EMI starts at 69.5 K,UKN Esperanza,"Whitefield, Bangalore","Studio, 3 BHK Studio Apartment, Apartments",Ready to Move
bangalore,17.64 L - 1.57 Cr,EMI starts at 91.8 K,Assetz Marq 2,"Whitefield, Bangalore","Studio, 1, 3, 4 BHK Apartment, Studio Apartments","Nov, 2022"
bangalore,14.85 L - 65.39 L,EMI starts at 40.7 K,Sowparnika The Columns,"Thirumalashettyhally, Bangalore","Studio, 1, 2, 3 BHK Apartment, Studio Apartments","Dec, 2020"
bangalore,11.77 L - 40.32 L,EMI starts at 25.1 K,Sowparnika Unnathi,"Sarjapur-Attibele Road, Bangalore","Studio, 1, 2, 3 BHK Apartment, Studio Apartments","Nov, 2021"
bangalore,1.0 Cr - 5.22 Cr,EMI starts at 3.05 Lacs,Bhartiya Leela Residences,"Kannur, Bangalore","Studio, 1, 2, 3, 4 BHK Apartment, Studio Apartments","Sep, 2020"
bangalore,56.55 L - 1.36 Cr,EMI starts at 79.6 K,Vista Auburn,"Shivaji Nagar, Bangalore","Studio, 2, 3 BHK Apartment, Studio Apartments",Ready to Move
bangalore,15.95 L - 57.48 L,EMI starts at 35.8 K,Excel Codename Five Rings Apartment,"Gudighattanahalli, Bangalore","Studio, 1, 2 BHK Apartment, Studio Apartments",Under Construction
bangalore,26.41 L - 55.84 L,EMI starts at 34.8 K,Eden At Brigade Cornerstone Utopia,"Varthur, Bangalore","Studio, 1, 2 BHK Apartment, Studio Apartments","Jun, 2023"
bangalore,30.43 L - 71.93 L,EMI starts at 44.8 K,Sowparnika The Columns ,"Whitefield, Bangalore","1, 2, 3 BHK Apartment, Studio Apartments","Dec, 2020"
bangalore,34.77 L - 1.0 Cr,EMI starts at 58.6 K,Assetz Here and Now,"Jakkur, Bangalore","Studio, 1, 2, 3 BHK Apartment, Studio Apartments","Nov, 2020"
bangalore,Price on Request,NR Tech Studios,"Nagavara, Bangalore",Studio Studio Apartment,"Sep, 2021"
bangalore,Price on Request,Alpine Vistula,"Krishnarajapura, Bangalore","Studio, 1, 2, 3 BHK Apartment, Studio Apartments","Oct, 2020"
bangalore,15.78 L - 1.43 Cr,EMI starts at 83.7 K,Manyam Skypark,"Nehru Nagar, Bangalore","Studio, 2, 3, 4 BHK Apartment, Studio Apartments",Under Construction
bangalore,20.9 L - 90.26 L,EMI starts at 52.7 K,Dasta Concerto,"Kada Agrahara, Bangalore","Studio, 2, 3 BHK Studio Apartment, Apartments",Ready to Move
bangalore,54.48 L - 69.13 L,EMI starts at 43.1 K,Bren Woods,"Rayasandra, Bangalore","2, 3 BHK Apartments",Ready to Move
bangalore,2.07 Cr - 3.72 Cr,EMI starts at 2.17 Lacs,NCC Green Province,"Kada Agrahara, Bangalore","3, 4 BHK Villas",Under Construction
bangalore,62.65 L - 77.91 L,EMI starts at 45.5 K,SMR Vinay Estella,"Vidyaranyapura, Bangalore","2, 3 BHK Apartments","Dec, 2019"
bangalore,Price on Request,Valmark City Ville,"Hulimavu, Bangalore","3, 3.5, 4 BHK Apartments","Dec, 2021"
bangalore,3.48 Cr - 4.49 Cr,EMI starts at 2.62 Lacs,Brigade Caladium,"Byatarayanapura, Bangalore","3, 4 BHK Apartments",Ready to Move
bangalore,1.47 Cr - 3 Cr,EMI starts at 1.75 Lacs,Inner Meadow In The Sun,"Kasavanahalli, Bangalore","3, 4 BHK Apartments","Dec, 2019"
bangalore,Price on Request,Klassik Landmark,"KPC Layout, Bangalore","3, 4 BHK Apartments",Ready to Move
bangalore,76.04 L - 83.9 L,EMI starts at 49 K,Unitech Superb,"Electronic City, Bangalore",3 BHK Apartment,"Apr, 2019"
bangalore,71.42 L - 99.82 L,EMI starts at 58.3 K,Annapoorna The Coach,"Electronic City, Bangalore","2, 3 BHK Apartments",Ready to Move
bangalore,63.97 L,EMI starts at 39.8 K,Kristal Quartz 4,"Chikkadunnasandra, Bangalore",1 BHK Apartment,Ready to Move
bangalore,2.5 Cr,EMI starts at 1.46 Lacs,NVT Orchid Garden,"Dommasandra, Bangalore",4 BHK Villa,Ready to Move
bangalore,65.22 L - 77.82 L,EMI starts at 45.5 K,Ajmera Infinity,"Electronic City, Bangalore","2, 3 BHK Apartments",Ready to Move
bangalore,31.94 L - 1.77 Cr,EMI starts at 1.03 Lacs,Shriram Signiaa,"Electronic City, Bangalore","1, 2, 2.5, 3, 4 BHK Apartment, Duplexes",Ready to Move
bangalore,49.88 L - 91.61 L,EMI starts at 53.5 K,Goel Ganga Vertica,"Electronic City, Bangalore","2, 3 BHK Apartments",Ready to Move
bangalore,1.53 Cr - 2.13 Cr,EMI starts at 1.24 Lacs,Ajmera Villows,"Electronic City, Bangalore","4 BHK Villa, Apartment",Ready to Move
bangalore,17.92 L - 24.36 L,EMI starts at 15.1 K,Indya The Green Cedar,"Karpur, Bangalore",2 BHK Apartment,Ready to Move
bangalore,27.31 L - 38.24 L,EMI starts at 23.8 K,Indya The Greens - Oak,"Attibele, Bangalore","2, 3 BHK Apartments",Ready to Move
bangalore,32.14 L - 34.56 L,EMI starts at 21.5 K,Indya The Greens - Teak,"Attibele, Bangalore",3 BHK Apartment,Ready to Move
bangalore,44.1 L - 53 L,EMI starts at 33 K,Shriram Liberty Square,"Gulimangala, Bangalore","2, 3 BHK Apartments","Feb, 2024"
bangalore,35.32 L - 81.29 L,EMI starts at 47.5 K,Skylark Dasos,"Hennur Road, Bangalore","1, 2, 3 BHK Apartments","Dec, 2022"
bangalore,27.26 L - 32.34 L,EMI starts at 20.1 K,Aryan Fountain Square,"Attibele, Bangalore","2, 3 BHK Apartments",Ready to Move
bangalore,14.75 L - 21.74 L,EMI starts at 13.5 K,Gruha Kalyan Lavender,"Hebbal, Bangalore","2, 3 BHK Apartments",Ready to Move
bangalore,60.52 L - 74.57 L,EMI starts at 46.5 K,Sri Chowdeshwari Thirumala Lakshmi Vaibhav,"Whitefield, Bangalore",3 BHK Apartment,Ready to Move
bangalore,27.05 L,EMI starts at 16.8 K,Mahaveer Fortune,"Gollarapalya Hosahalli, Bangalore",2 BHK Apartment,Ready to Move
bangalore,26.07 L - 38.99 L,EMI starts at 24.3 K,Seven Hills Charriot,"Hosur, Bangalore","2, 3 BHK Apartments",Ready to Move
bangalore,20.7 L - 32.32 L,EMI starts at 20.1 K,Tulasi United Shine Woods,"Koppa Gate, Bangalore","2, 3 BHK Apartments",Ready to Move
bangalore,40.91 L - 41.44 L,EMI starts at 25.8 K,Kamga Sri Sai Ram Apartment,"Mallathahalli, Bangalore","2, 3 BHK Apartments",Ready to Move
bangalore,39.01 L,EMI starts at 24.3 K,Vakil Whispering Woods Residence ,"Marsur, Bangalore",3 BHK Apartment,Ready to Move
bangalore,15.4 L - 28.28 L,EMI starts at 17.6 K,Jupiter Commanders Glory,"Varadharaja Nagar, Bangalore","1, 1.5, 2.5 BHK Apartments",Ready to Move
bangalore,20.41 L - 28.91 L,EMI starts at 18 K,Celebrity Square,"Chandapura, Bangalore","2, 3 BHK Apartments",Ready to Move
bangalore,2.61 Cr - 3.84 Cr,EMI starts at 2.24 Lacs,Assetz Earth And Essence Phase 1A,"Yelahanka, Bengaluru","3, 4, 5 BHK Villa, Row Houses","Jun, 2021"
bangalore,1.82 Cr - 2.37 Cr,EMI starts at 1.38 Lacs,United Sunshine Signature,"Sarjapur Road, Bangalore",4 BHK Row House,"May, 2019"
bangalore,33.9 L,EMI starts at 21.1 K,Brick And Land Garden And Skies,"Attibele - Anekal Road, Bangalore",2 BHK Row House,"Dec, 2021"
bangalore,76 L - 77.33 L,EMI starts at 45.2 K,Rajni Ashish Rose Phase II,"Whitefield, Bangalore",3 BHK Row House,Ready to Move
bangalore,2.0 Cr - 2.76 Cr,EMI starts at 1.61 Lacs,Raja Woods Parkk,"Gottigere, Bangalore",4 BHK Row House,"Nov, 2020"
bangalore,98 L - 1.25 Cr,EMI starts at 73 K,Daiwik Spandana,"Chandapura, Bangalore","4 BHK Villa, Row House","Sep, 2020"
bangalore,Price on Request,Lakepoint Building No 9 10 11 12 And 13,"Bychapura, Bangalore","3, 4 BHK Row Houses","Apr, 2019"
bangalore,1.47 Cr - 1.5 Cr,EMI starts at 87.5 K,Edifice Almond Tree,"Yelahanka, Bangalore","3, 4 BHK Row House, Apartments",Ready to Move
bangalore,57.31 L,EMI starts at 35.7 K,Rajni Ashish Rose Phase I,"Whitefield, Bangalore",3 BHK Row House,Ready to Move
bangalore,50 L - 1 Cr,EMI starts at 58.4 K,Rohan Akriti,"Subramanyapura, Bangalore","1, 2, 2.5, 3 BHK Apartments","Dec, 2020"
bangalore,29.03 L - 39.33 L,EMI starts at 24.5 K,Celebrity Pride Avenue,"Sarjapur-Attibele Road, Bangalore","2, 3 BHK Apartments","Mar, 2021"
bangalore,50.0 L - 51.0 L,EMI starts at 31.8 K,East North NashVille Luxury Duplex House,"Chandapura, Bangalore",3 BHK Villa,"Sep, 2020"
bangalore,50.1 L - 67.41 L,EMI starts at 42 K,Gopalan Olympia,"Off Mysore Road, Bangalore","2, 3 BHK Apartments",Ready to Move
bangalore,76.24 L - 1.07 Cr,EMI starts at 62.6 K,Salarpuria Sattva Exotic,"Bagalur Main Road, Bangalore","2, 3 BHK Apartments","Nov, 2023"
bangalore,77 L - 1.38 Cr,EMI starts at 80.6 K,Godrej Aqua,"New Airport Rd, Bangalore","2, 3 BHK Apartments","Jan, 2024"
bangalore,57.53 L - 1.12 Cr,EMI starts at 65.5 K,Sai Platinum Gardenia,"Anjanapura Township, Bangalore","2, 3 BHK Apartments","Dec, 2020"
bangalore,74.97 L - 1.02 Cr,EMI starts at 59.4 K,DSR RR Avenues,"Yelahanka New Town, Bangalore","2, 3 BHK Apartments","Jan, 2023"
bangalore,85.77 L - 1.72 Cr,EMI starts at 1.0 Lacs,Celebrity Natures Habitat,"Sarjapur - Attibele Road, Bangalore","3, 4 BHK Villas",Ready to Move
bangalore,25.59 L - 85.25 L,EMI starts at 49.8 K,Lone Star Tuscany,"Kaggalahalli, Bangalore",Residential Plots,"Apr, 2020"
bangalore,65.36 L - 87.83 L,EMI starts at 51.3 K,Mahaveer Celesse,"Yelahanka, Bengaluru","2, 3 BHK Apartments","Jun, 2021"
bangalore,88 L - 1.32 Cr,EMI starts at 77 K,Purva Palm Beach,"Hennur Road, Bangalore","2, 3 BHK Apartments","Mar, 2019"
bangalore,59.69 L - 1.04 Cr,EMI starts at 60.8 K,Trend squareortus,"Amruthahalli, Bangalore","2, 2.5, 3 BHK Apartments","Dec, 2021"
bangalore,1.04 Cr - 1.47 Cr,EMI starts at 85.8 K,Hiranandani Glen Gate,"Devinagar, Bangalore","2, 2.5, 3 BHK Apartments",Ready to Move
bangalore,62.58 L - 85.2 L,EMI starts at 49.8 K,Sumadhura Eden Garden,"Whitefield, Bangalore","2, 2.5, 3 BHK Apartments","Dec, 2021"
bangalore,1.5 Cr,EMI starts at 87.7 K
bangalore,2.45 Cr,EMI starts at 1.43 Lacs
bangalore,96.0 L,EMI starts at 56.1 K
bangalore,1.3 Cr,EMI starts at 76 K
bangalore,1.15 Cr,EMI starts at 67.2 K
bangalore,2.5 Cr,EMI starts at 1.46 Lacs
bangalore,1.0 Cr,EMI starts at 58.4 K
bangalore,1.15 Cr,EMI starts at 67.2 K
bangalore,1.9 Cr,EMI starts at 1.11 Lacs
bangalore,1.85 Cr,EMI starts at 1.08 Lacs
bangalore,1.7 Cr,EMI starts at 99.3 K
bangalore,2.5 Cr
bangalore,75.01 L,EMI starts at 43.8 K,Nydhile Residency,"Gottigere, Bangalore",3 BHK Independent Floor,Ready to Move
bangalore,24.9 L - 37.38 L,EMI starts at 23.3 K,Aparna Aesthetics	,"Kempegowda Nagar, Bangalore","2, 3 BHK Independent Floors",Ready to Move
bangalore,24 L,EMI starts at 14.9 K,NK Structures,"Banashankari, Bangalore",2 BHK Independent Floor,Ready to Move
chennai,57.5 L,EMI starts at 35.8 K
chennai,3.93 Cr,EMI starts at 2.29 Lacs
chennai,45.0 L,EMI starts at 28 K
chennai,75.0 L,EMI starts at 46.7 K
chennai,52.0 L,EMI starts at 32.4 K
chennai,65.0 L,EMI starts at 40.5 K
chennai,2.0 Cr,EMI starts at 1.17 Lacs
chennai,29.0 L,EMI starts at 18 K
chennai,62.0 L,EMI starts at 38.6 K
chennai,49.91 L,EMI starts at 31.1 K
chennai,26.0 L,EMI starts at 16.2 K
chennai,40.0 L,EMI starts at 24.9 K
chennai,22.0 L,EMI starts at 13.7 K
chennai,74.25 L - 1.15 Cr,EMI starts at 67 K,GAG Madura Garden,"Mugalivakkam, Chennai","3, 4 BHK Bungalows","Jun, 2021"
chennai,74.54 L - 1.19 Cr,EMI starts at 69.5 K,Alliance Humming Gardens Villas,"Kelambakkam, Chennai","3, 3.5, 4.5 BHK Villa, Row House, Bungalows","Oct, 2020"
chennai,7.35 L - 25.2 L,EMI starts at 15.7 K,BLB Sree Narasimha Nagar,"Sree Mahaveer Nagar, Chennai",Residential Plots,Ready to Move
chennai,33.5 L - 34 L,EMI starts at 21.2 K,Guhan Pushyami Villas,"Thirupachur, Chennai",2 BHK Villa,Ready to Move
chennai,19.65 L - 1.25 Cr,EMI starts at 73 K,KVT Township,"Vadaperumbakkam, Chennai",Residential Plots,Ready to Move
chennai,15.72 L - 39.8 L,EMI starts at 24.8 K,Rajarathnam Blooming Garden,"Dhargaas, Chennai",Residential Plots,Ready to Move
chennai,4.56 L - 23.58 L,EMI starts at 14.7 K,Pyramid Arlington County Phase IV,"Padur, Chennai",Residential Plots,Under Construction
chennai,22.98 L,EMI starts at 14.3 K,Godrej Azure,"Padur, Chennai",2 BHK Apartment,"Dec, 2019"
chennai,48 L - 50 L,EMI starts at 31.1 K,MP Villa,"Kundrathur, Chennai",2 BHK Villa,Ready to Move
chennai,27.44 L - 29.26 L,EMI starts at 18.2 K,Naven Viruksham,Kattankulathur,2 BHK Apartment,"Feb, 2020"
chennai,15.0 L - 21.61 L,EMI starts at 13.4 K,Baashyaam Le Chalet Smart Choice Homes Block 1 To 4,"Thandalam, Chennai",2 BHK Apartment,"Dec, 2019"
chennai,24.39 L - 39.33 L,EMI starts at 24.5 K,Prithvi Nagar,"Thandalam, Chennai",Residential Plots,"Nov, 2019"
chennai,16.5 L - 34 L,EMI starts at 21.2 K,Gad Villas,"Sriperumbudur, Chennai","1, 2, 2.5 BHK Villa, Duplexes","Dec, 2019"
chennai,93.12 L - 1.29 Cr,EMI starts at 75.4 K,Casagrand Bloom,"Pallavaram, Chennai","3, 4 BHK Villa, Apartments","Mar, 2020"
chennai,31.43 L - 58 L,EMI starts at 36.1 K,New Haven Ribbon Walk - Chennai,"Mambakkam, Chennai","1, 2 BHK Apartments",Ready to Move
chennai,79.0 L - 89.87 L,EMI starts at 52.5 K,Navin Whiteberry,"Moolakadai, Chennai",3 BHK Apartment,Ready to Move
chennai,61.33 L - 98.51 L,EMI starts at 57.5 K,Casagrand Northern Star,"Madhavaram, Chennai","2, 3 BHK Apartments","May, 2020"
chennai,1.7 Cr - 8.68 Cr,EMI starts at 5.07 Lacs,Ozone Metrozone,"Anna Nagar West, Chennai","2, 2.5, 3, 3.5, 4, 5 BHK Apartment, Penthouses",Under Construction
chennai,43.26 L - 1.19 Cr,EMI starts at 69.5 K,Alliance Galleria Residences,"Pallavaram, Chennai","1, 2, 3 BHK Apartments","Aug, 2021"
chennai,34.37 L - 46.73 L,EMI starts at 29.1 K,Akshaya Today,"Ramalingapuram, Chennai","2, 3 BHK Apartments",Under Construction
chennai,38.48 L - 1.76 Cr,EMI starts at 1.02 Lacs,Puravankara Windermere,"Pallikaranai, Chennai","1, 2, 3, 4 BHK Apartments",Ready to Move
chennai,15.04 L - 38.08 L,EMI starts at 23.7 K,Urbanrise Code Name Gold Standard,"Siruseri, Chennai","Studio, 1, 2, 3 BHK Apartment, Studio Apartments","Mar, 2023"
chennai,29.91 L - 41 L,EMI starts at 25.5 K,Urbanrise Code Name Independence Day,"Padur, Chennai","2, 3 BHK Apartment, Studio Apartments","Dec, 2022"
chennai,56.43 L - 85.4 L,EMI starts at 49.9 K,KG Signature City,"Maduravoyal, Chennai","2, 3 BHK Apartments",Ready to Move
chennai,18.33 L - 23.99 L,EMI starts at 14.9 K,Mahindra Happinest,"Avadi, Chennai","1, 2 BHK Apartments",Under Construction
chennai,17.18 L - 29.25 L,EMI starts at 18.2 K,Jubliee Residences,"Moolakazhani, Chennai","1, 2 BHK Apartment, Studio Apartments","Dec, 2021"
chennai,28.8 L - 1.57 Cr,EMI starts at 91.9 K,Prestige Bella Vista,"Iyyappanthangal, Chennai","1, 2, 3, 4 BHK Apartments",Ready to Move in
chennai,46.56 L - 73.78 L,EMI starts at 46 K,BSCPL Bollineni Hillside 2,"Perumbakkam, Chennai","2, 2.5, 3 BHK Apartments",Ready to Move
chennai,71.9 L - 80.54 L,EMI starts at 47 K,DLF Gardencity,"Semmancheri, Chennai",3 BHK Apartment,Ready to Move
chennai,20.27 L - 51.93 L,EMI starts at 32.3 K,Shriram Temple Bells ,"Perumanttunallur, Chennai","1, 2, 3 BHK Apartments",Ready to Move
chennai,21.88 L - 22.34 L,EMI starts at 13.9 K,Unitech Unihomes,"Rattinamangalam, Chennai",2 BHK Apartment,"Dec, 2021"
chennai,24.26 L - 40.59 L,EMI starts at 25.3 K,Temple Waves,"Chrompet, Chennai","2, 3 BHK Apartments","Dec, 2020"
chennai,15.04 L - 38.08 L,EMI starts at 23.7 K,Urbanrise Code Name Gold Standard,"Siruseri, Chennai","Studio, 1, 2, 3 BHK Apartment, Studio Apartments","Mar, 2023"
chennai,12.76 L - 31.57 L,EMI starts at 19.6 K,Alliance Jasmine Springs,"Kelambakkam, Chennai","Studio, 1, 2 BHK Apartment, Studio Apartments","Oct, 2021"
chennai,1.62 Cr - 4.16 Cr,EMI starts at 2.43 Lacs,Chaitanya Tarakesh,"Guindy, Chennai","Studio, 3, 4 BHK Apartment, Studio Apartments","Mar, 2019"
chennai,30.96 L - 34.5 L,EMI starts at 21.5 K,Vimosh Vita Costiera,"Kovalam, Chennai","1, 2 BHK Studio Apartment, Apartments",Ready to Move
chennai,43.19 L - 1.98 Cr,EMI starts at 1.15 Lacs,Casagrand Aristo,"Pazhavanthangal, Chennai","Studio, 2, 3, 4 BHK Apartment, Studio Apartments",Ready to Move
chennai,81.61 L - 1.02 Cr,EMI starts at 59.4 K,Acacia Chamanthi,"Sri Iyappa Nagar, Chennai","Studio, 3 BHK Studio Apartment, Apartments",Ready to Move
chennai,7.41 L - 18.91 L,EMI starts at 11.7 K,Vijay Raja Exurb,Chennai,"Studio, 1, 2 BHK Apartment, Studio Apartments","Aug, 2021"
chennai,21.24 L - 44.5 L,EMI starts at 27.7 K,Casagrand Ferns,"Tambaram, Chennai","Studio, 2, 3 BHK Apartment, Builder Floor, Studio Apartments",Ready to Move
chennai,15.0 L - 21.61 L,EMI starts at 13.4 K,Baashyaam Le Chalet Smart Choice Homes Block 1 To 4,"Thandalam, Chennai",2 BHK Apartment,"Dec, 2019"
chennai,31.43 L - 58 L,EMI starts at 36.1 K,New Haven Ribbon Walk - Chennai,"Mambakkam, Chennai","1, 2 BHK Apartments",Ready to Move
chennai,34.28 L - 46.04 L,EMI starts at 28.7 K,Akshaya Orlando,"Kelambakkam, Chennai","2, 3 BHK Apartments","Aug, 2020"
chennai,39.9 L - 55.33 L,EMI starts at 34.5 K,Ruby Landmark,"Mannivakkam, Chennai","2, 3 BHK Apartments",Ready to Move
chennai,21.65 L - 41.84 L,EMI starts at 26 K,Amazze Greenpark,"Iyyapa Nagar, Chennai","2, 3, 4 BHK Villas",Ready to Move
chennai,19.36 L - 45.44 L,EMI starts at 28.3 K,Shriram Joy at Shriram Temple Bells,"Guduvancheri, Chennai","1, 2, 3 BHK Apartments",Under Construction
chennai,19.16 L - 39.43 L,EMI starts at 24.5 K,Casagrand Miro,"Mannivakkam, Chennai","2, 3 BHK Apartments","Mar, 2020"
chennai,21.81 L - 38.47 L,EMI starts at 23.9 K,Casagrand Smart Town,"Thalambur, Chennai","1, 2 BHK Apartments","Mar, 2020"
chennai,21.45 L - 53.45 L,EMI starts at 33.3 K,Optima Upgrade,"Avadi, Chennai","1, 2, 2.5, 3 BHK Apartments",Under Construction
chennai,37 L - 93 L,EMI starts at 54.3 K,Casagrand Zenith,"Medavakkam, Chennai","2, 3, 4 BHK Apartments","Oct, 2021"
chennai,34.8 L - 53.08 L,EMI starts at 33.1 K,Radiance Mercury,"Perumbakkam, Chennai","2, 2.5, 3 BHK Apartments","Jun, 2023"
chennai,47.98 L - 70.12 L,EMI starts at 43.7 K,Radiance Sapphire,"Sholinganallur, Chennai","2, 3 BHK Apartments","Oct, 2021"
